"","NAME","ADDRESS","CITY","COUNTY","FIPS","X","Y"
"703","CVS - 5089","10 SOUTH WORK STREET","FALCONER","CHAUTAUQUA",36013,-79.1977683,42.1182256
"704","SAM'S CLUB - 6431","830 COUNTY ROAD 64","ELMIRA","CHEMUNG",36015,-76.8824763,42.151973
"705","WEGMANS","1100 CLEMENS CENTER PARKWAY","ELMIRA","CHEMUNG",36015,-76.808771,42.1059674
"706","WALGREENS - 10864","402 NORTH MAIN STREET","ELMIRA","CHEMUNG",36015,-76.8086269,42.0920236
"707","TARGET","930 COUNTY ROAD 64","ELMIRA","CHEMUNG",36015,-76.8725898,42.1526907
"708","PRIZELS PHARMACY","535 MAIN STREET","OLEAN","CATTARAUGUS",36009,-78.4275117,42.0906724
"709","CORNER DRUG STORE","1 WASHINGTON STREET","CATTARAUGUS","CATTARAUGUS",36009,-78.8682083,42.3295544
"710","CVS - 2252","39 PARK STREET","OWEGO","TIOGA",36107,-76.263379,42.1026388
"711","GOWANDA CARE CENTER PHARMACY","41 WEST MAIN STREET","GOWANDA","CATTARAUGUS",36009,-78.9366667,42.4630557
"712","CVS - 2414","269 HARRY L DRIVE","JOHNSON CITY","BROOME",36007,-75.9579985,42.1231272
"713","CVS - 2180","163 ROBINSON STREET","BINGHAMTON","BROOME",36007,-75.8892793,42.1078911
"714","CVS - 622","68 MAIN STREET","BINGHAMTON","BROOME",36007,-75.9216924,42.099894
"715","UNITED STATES DEPARTMENT OF VETERANS AFFAIRS BINGHAMTON OUTPATIENT CLINIC","425 ROBINSON STREET","BINGHAMTON","BROOME",36007,-75.8683534,42.1060008
"716","WAL-MART SUPERCENTER - 3221","515 EAST 4TH STREET","WATKINS GLEN","SCHUYLER",36097,-76.8634519,42.3807097
"717","RITE AID - 3983","338 WEST WASHINGTON STREET","BATH","STEUBEN",36101,-77.3317498,42.3382652
"718","SAM'S CLUB - 6423","300 NORTH GALLERIA DRIVE","MIDDLETOWN","ORANGE",36071,-74.3725236,41.4611405
"719","WAL-MART SUPERCENTER - 2992","3217 SILVERBACK LANE","PAINTED POST","STEUBEN",36101,-77.1068507,42.1555743
"720","RITE AID - 10550","79 FULTON STREET","MIDDLETOWN","ORANGE",36071,-74.41958,41.4415305
"721","RITE AID - 155","96 DOLSON AVENUE","MIDDLETOWN","ORANGE",36071,-74.4233216,41.4320932
"722","HANNAFORD","31 TED DRIVE","PINE BUSH","ORANGE",36071,-74.297277,41.6052335
"723","WEGMANS","1000 STATE ROUTE 36","HORNELL","STEUBEN",36101,-77.670356,42.3487448
"724","HANNAFORD","30 TOWER DRIVE","MIDDLETOWN","ORANGE",36071,-74.371108,41.4652647
"725","UNITED HEALTH SERVICES WILSON MEDICAL CENTER","33-57 HARRISON STREET","JOHNSON CITY","BROOME",36007,-75.958562,42.1144818
"726","KINNEY DRUGS","6 MAIN STREET","MARATHON","CORTLAND",36023,-76.0346515,42.440356
"727","RITE AID - 3518","2460 ROUTE 52","PINE BUSH","ORANGE",36071,-74.2970798,41.6077916
"728","MARKET STREET APOTHECARY","78 WEST MARKET STREET","CORNING","STEUBEN",36101,-77.0576074,42.1438032
"729","RITE AID - 3838","40 WEST MAIN STREET","SPRINGVILLE","ERIE",36029,-78.6689621,42.5082519
"730","RITE AID - 868","9 BROAD STREET","SALAMANCA","CATTARAUGUS",36009,-78.7165087,42.1545452
"731","KMART","2801 WEST STATE STREET","OLEAN","CATTARAUGUS",36009,-78.4625113,42.0739119
"732","WALGREENS - 12381","10 NORTH MAIN STREET","WELLSVILLE","ALLEGANY",36003,-77.9445745,42.120308
"733","GEROULD'S PROFESSIONAL PHARMACY","130 SOUTH MAIN STREET","ELMIRA","CHEMUNG",36015,-76.8056567,42.0836078
"734","QUALITY MARKETS","110 SOUTH WORK STREET","FALCONER","CHAUTAUQUA",36013,-79.1975901,42.1174253
"735","WALGREENS - 10865","424 SOUTH MAIN STREET","ELMIRA","CHEMUNG",36015,-76.8037975,42.0781279
"736","LAKE SHORE HEALTH CARE CENTER PHARMACY","845 ROUTES 5 AND 20","IRVING","CHAUTAUQUA",36013,-79.1258283,42.5584483
"737","WAL-MART SUPERCENTER - 2159","1869 PLAZA DRIVE","OLEAN","CATTARAUGUS",36009,-78.4680799,42.0803901
"738","RITE AID - 1862","214 CENTRAL AVENUE","SILVER CREEK","CHAUTAUQUA",36013,-79.1667656,42.5447813
"739","GEROULD'S PROFESSIONAL PHARMACY","215 HOFFMAN STREET","ELMIRA","CHEMUNG",36015,-76.8228316,42.0851012
"740","P AND C - 578","1600 CEDAR STREET","ELMIRA","CHEMUNG",36015,-76.7932181,42.0574094
"741","STEEDS PHARMACY","1141 BROADWAY STREET","ELMIRA","CHEMUNG",36015,-76.8176898,42.057679
"742","RITE AID - 10887","209 MOUNT ZOAR STREET","ELMIRA","CHEMUNG",36015,-76.8039396,42.0789329
"743","DAN HORN PHARMACY AND HEALTH SERVICES","111 EAST GREEN STREET","OLEAN","CATTARAUGUS",36009,-78.4292499,42.0740547
"744","WAL-MART - 5240","135 FAIRGROUNDS MEMORIAL PARKWAY","ITHACA","TOMPKINS",36109,-76.5139865,42.42762
"745","CVS - 754","37 RIVERSIDE DRIVE","JOHNSON CITY","BROOME",36007,-75.9500293,42.0987196
"746","WEGMANS","650 HARRY L DRIVE","JOHNSON CITY","BROOME",36007,-75.9732218,42.1228777
"747","HENDERSON DRUG 10, INC","210 N FRANKLIN ST","WATKINS GLEN","SCHUYLER",36097,-76.8736686,42.3817383
"748","TOPS MARKETS, LLC","35 FRANKLIN PLZ","DANSVILLE","LIVINGSTON",36051,-77.7110754,42.5636321
"749","UNITED HEALTH SERVICES PHARMACY - ENDICOTT","1302 EAST MAIN STREET","ENDICOTT","BROOME",36007,-76.0473109,42.098605
"750","HENDERSON'S DRUG STORE, INC","320 W MAIN STREET","MONTOUR FALLS","SCHUYLER",36097,-76.8497108,42.3458077
"751","THE MEDICINE SHOPPE PHARMACY","519 HOOPER ROAD","ENDWELL","BROOME",36007,-76.0191537,42.1180287
"752","WAL-MART SUPERCENTER - 1976","1400 COUNTY ROAD 64","HORSEHEADS","CHEMUNG",36015,-76.8792386,42.1519307
"753","NATIVE PHARMACEUTICAL DIRECT","77 MAIN STREET","SALAMANCA","CATTARAUGUS",36009,-78.715339,42.158113
"754","TOPS MARKETS","2401 WEST STATE STREET","OLEAN","CATTARAUGUS",36009,-78.4579679,42.0755747
"755","RITE AID - 10801","67-71 ROBINSON STREET","BINGHAMTON","BROOME",36007,-75.8971215,42.108154
"756","KINNEY DRUGS, INC 100","2255 N TRIPHAMMER RD","ITHACA","TOMPKINS",36109,-76.4819722,42.478915
"757","LIONEL R JOHN HEALTH CENTER","987 R C HOAG DRIVE","SALAMANCA","CATTARAUGUS",36009,-78.7551686,42.1583908
"758","WAL-MART SUPERCENTER - 2326","1000 STATE ROUTE 36","HORNELL","STEUBEN",36101,-77.6691484,42.3464806
"759","CRYSTAL RUN PHARMACY","390 CRYSTAL RUN ROAD","MIDDLETOWN","ORANGE",36071,-74.3402333,41.4572572
"760","WALGREENS - 11747","99 CHESTNUT STREET","ONEONTA","OTSEGO",36077,-75.0684858,42.4544162
"761","PETERS PHARMACY OF NARROWSBURG","141 KIRKS ROAD","NARROWSBURG","SULLIVAN",36105,-75.0566735,41.6129161
"762","ALITON'S MANAGED CARE PHARMACY","34-38 BALL STREET","PORT JERVIS","ORANGE",36071,-74.6910779,41.3740429
"763","VIC VENA PHARMACY","1322 WEST STATE STREET","OLEAN","CATTARAUGUS",36009,-78.4453062,42.0778191
"764","RITE AID - 10792","58 GENESEE STREET","GREENE","CHENANGO",36017,-75.7705395,42.3300342
"765","BATH VETERANS AFFAIRS MEDICAL CENTER","76 VETERANS AVENUE","BATH","STEUBEN",36101,-77.3476709,42.3440258
"766","WALGREENS - 11716","321 WEST WASHINGTON STREET","BATH","STEUBEN",36101,-77.3305755,42.3372232
"767","PRICE CHOPPER - 134","5626 STATE HIGHWAY 7","ONEONTA","OTSEGO",36077,-75.0136167,42.4608607
"768","MONTICELLO PHARMACY","41 JEFFERSON STREET","MONTICELLO","SULLIVAN",36105,-74.6971343,41.6594006
"769","RITE AID - 10676","27 ROUND LAKE ROAD","BALLSTON LAKE","SARATOGA",36091,-73.8089432,42.9349388
"770","RITE AID - 10721","155 BALLSTON AVENUE","SARATOGA SPRINGS","SARATOGA",36091,-73.794305,43.0706644
"771","CVS - 996","1544 CRESCENT ROAD","CLIFTON PARK","SARATOGA",36091,-73.773189,42.8184536
"772","CVS - 731","34 CONGRESS STREET","SARATOGA SPRINGS","SARATOGA",36091,-73.7886352,43.0785052
"773","HANNAFORD","262 SARATOGA ROAD","GLENVILLE","SCHENECTADY",36093,-73.9306108,42.8698176
"774","KMART","15 PARK AVENUE","CLIFTON PARK","SARATOGA",36091,-73.7800798,42.8667735
"775","CVS - 5046","839 ROUTE 146","CLIFTON PARK","SARATOGA",36091,-73.7852939,42.8645234
"776","HANNAFORD","95 WEIBEL AVENUE","SARATOGA SPRINGS","SARATOGA",36091,-73.7470767,43.0968261
"777","RITE AID - 10680","1483 ROUTE 9","CLIFTON PARK","SARATOGA",36091,-73.7399738,42.8364426
"778","PRICE CHOPPER - 191","442 BALLTOWN ROAD","SCHENECTADY","SCHENECTADY",36093,-73.8925346,42.776191
"779","WAL-MART SUPERCENTER - 2581","5399 WEST GENESEE STREET","CAMILLUS","ONONDAGA",36067,-76.2722661,43.0378244
"780","RITE AID - 10742","101 TOWNE DRIVE","FAYETTEVILLE","ONONDAGA",36067,-76.0192593,43.0356024
"781","TARGET","26 CROSSING BOULEVARD","CLIFTON PARK","SARATOGA",36091,-73.7723628,42.8569309
"782","RITE AID - 10751","8230 CAZENOVIA ROAD","MANLIUS","ONONDAGA",36067,-75.9578208,42.9913074
"783","WAL-MART SUPERCENTER - 2056","16 OLD GICK ROAD","SARATOGA SPRINGS","SARATOGA",36091,-73.7492958,43.1043435
"784","RITE AID - 3255","1161 NYS ROUTE 9N","TICONDEROGA","ESSEX",36031,-73.4386638,43.8592524
"785","TARGET","3031 ROUTE 50","SARATOGA SPRINGS","SARATOGA",36091,-73.7442714,43.0988372
"786","CVS - 2726","6221 ROUTE 25A","WADING RIVER","SUFFOLK",36103,-72.8374071,40.9437686
"787","THE MEDICINE PLACE","601 SOUTH MAIN STREET","NORTH SYRACUSE","ONONDAGA",36067,-76.1388131,43.1248464
"788","RITE AID - 10633","901 MERRICK ROAD","COPIAGUE","SUFFOLK",36103,-73.3924632,40.669558
"789","KINNEY DRUGS","14 CLINTON AVENUE","CORTLAND","CORTLAND",36023,-76.1797863,42.6016486
"790","TARGET","1149 SUNRISE HIGHWAY","COPIAGUE","SUFFOLK",36103,-73.4060573,40.6876076
"791","MAIN STREET PHARMACY","11 EAST MAIN STREET","MARCELLUS","ONONDAGA",36067,-76.3383041,42.9829049
"792","WAL-MART SUPERCENTER - 5498","7155 STATE ROUTE 12","LOWVILLE","LEWIS",36049,-75.478001,43.7735674
"793","PATHMARK","800 MONTAUK HIGHWAY","SHIRLEY","SUFFOLK",36103,-72.8686353,40.8000562
"794","THE MEDICINE SHOPPE PHARMACY","10 CENTRAL AVENUE","ILION","HERKIMER",36043,-75.0351172,43.0151535
"795","STOP AND SHOP - 2551","190 WEST MONTAUK HIGHWAY","HAMPTON BAYS","SUFFOLK",36103,-72.5386498,40.8758861
"796","WALGREENS - 2216","655 MONTAUK HIGHWAY","EAST PATCHOGUE","SUFFOLK",36103,-72.9888473,40.7692358
"797","WALGREENS - 10698","303 MAIN STREET","MASSENA","ST LAWRENCE",36089,-74.889306,44.922638
"798","CVS - 6026","1140 OLD COUNTRY ROAD","RIVERHEAD","SUFFOLK",36103,-72.6774709,40.9322651
"799","WALGREENS - 10292","723 CANTON STREET","OGDENSBURG","ST LAWRENCE",36089,-75.4773115,44.6895493
"800","SAM'S CLUB - 6428","2950 HORSEBLOCK ROAD","MEDFORD","SUFFOLK",36103,-72.9917002,40.824799
"801","RITE AID - 4998","87 MAIN STREET","MASSENA","ST LAWRENCE",36089,-74.8918738,44.9306036
"802","PRICE CHOPPER - 46","111 EAST MAIN STREET","CANTON","ST LAWRENCE",36089,-75.1495525,44.5983702
"803","WALGREENS - 5135","655 MIDDLE COUNTRY ROAD","SELDEN","SUFFOLK",36103,-73.0347037,40.8675456
"804","KINNEY DRUGS \ HEALTH DIRECT","29 EAST MAIN STREET","GOUVERNEUR","ST LAWRENCE",36089,-75.4685604,44.3356072
"805","SUPER STOP AND SHOP - 0554","385 ROUTE 25A","MILLER PLACE","SUFFOLK",36103,-72.9866037,40.9434762
"806","WEGMANS","7954 BREWERTON ROAD","CICERO","ONONDAGA",36067,-76.119008,43.155362
"807","RITE AID - 862","200 BRIDGEHAMPTON COMMONS","BRIDGEHAMPTON","SUFFOLK",36103,-72.3147513,40.9345396
"808","CVS - 793","ROUTE 30A","GLOVERSVILLE","FULTON",36035,-74.3255294,43.0590121
"809","SUPER STOP AND SHOP - 583","700-60 PATCHOGUE YAPHANK ROAD","MEDFORD","SUFFOLK",36103,-72.953466,40.8062148
"810","OMNICARE","8378 SENECA TURNPIKE","NEW HARTFORD","ONEIDA",36065,-75.329977,43.0826944
"811","SUPER STOP AND SHOP - 0579","294 MIDDLE COUNTRY ROAD","CORAM","SUFFOLK",36103,-72.9959205,40.8688401
"812","TOPS - 360","ROUTE 5 AND OXBOW ROAD","CANASTOTA","MADISON",36053,-75.7504858,43.0687397
"813","RITE AID - 10671","864 MIDDLE COUNTRY ROAD","MIDDLE ISLAND","SUFFOLK",36103,-72.9397489,40.8824487
"814","ELDERWOOD HEALTH CARE AT BIRCHWOOD","4800 BEAR ROAD","LIVERPOOL","ONONDAGA",36067,-76.1804055,43.1221978
"815","RITE AID - 10652","5507 NESCONSET HIGHWAY","MOUNT SINAI","SUFFOLK",36103,-73.032933,40.9304939
"816","TOPS - 357","2265 DOWNER STREET ROAD","BALDWINSVILLE","ONONDAGA",36067,-76.3517394,43.1542289
"817","WEGMANS","1 LOOP ROAD","AUBURN","CAYUGA",36011,-76.5649637,42.9317333
"818","C AND J'S NORTHSIDE PHARMACY","2301 TEALL AVENUE","SYRACUSE","ONONDAGA",36067,-76.1250038,43.0821362
"819","ECHO PHARMACY","56 ECHO AVENUE","MILLER PLACE","SUFFOLK",36103,-72.9987761,40.9438603
"820","FORT DRUM - GUTHRIE AMBULATORY HEALTH CARE CLINIC-DOD","11050 MOUNT BELVEDERE BOULEVARD","FORT DRUM","JEFFERSON",36045,-75.8126158,44.0598179
"821","KINNEY DRUGS","1729 STATE STREET","WATERTOWN","JEFFERSON",36045,-75.8796622,43.9673593
"822","WHITES DRUG AND DEPARTMENT STORE","95 THE PLAZA","MONTAUK","SUFFOLK",36103,-71.9439023,41.0354089
"823","KINNEY DRUGS","905 COFFEEN STREET","WATERTOWN","JEFFERSON",36045,-75.9313166,43.9839644
"824","RITE AID - 2796","1 PALMER AVENUE","CORINTH","SARATOGA",36091,-73.8307818,43.2447582
"825","MEDICAL CENTER PHARMACY","161 CLINTON STREET","WATERTOWN","JEFFERSON",36045,-75.9144314,43.9721463
"826","SHELTER ISLAND HEIGHTS PHARMACY","19 GRAND AVENUE","SHELTER ISLAND HEIGHTS","SUFFOLK",36103,-72.3549663,41.0835877
"827","PRICE CHOPPER - 1","1640 EASTERN PARKWAY","SCHENECTADY","SCHENECTADY",36093,-73.9135229,42.8055569
"828","KINNEY DRUGS","21 STATE ROUTE 12","ALEXANDRIA BAY","JEFFERSON",36045,-75.9159836,44.3313697
"829","CVS - 2154","2145 BELLMORE AVENUE","BELLMORE","NASSAU",36059,-73.5248285,40.6707586
"830","PRICE CHOPPER - 182","3863 STATE ROUTE 31","LIVERPOOL","ONONDAGA",36067,-76.2456018,43.1886668
"831","RITE AID - 2294","315 ARSENAL STREET","WATERTOWN","JEFFERSON",36045,-75.9178268,43.9760735
"832","CVS - 2060","488 OCEAN AVENUE","EAST ROCKAWAY","NASSAU",36059,-73.6595897,40.6448332
"833","MAGGY HEALTH MART PHARMACY","1165 ROUTE 374","DANNEMORA","CLINTON",36019,-73.7242918,44.7213499
"834","KMART","3469 ERIE BOULEVARD EAST","DE WITT","ONONDAGA",36067,-76.0664308,43.0451072
"835","PRICE CHOPPER - 102","1283 ARSENAL STREET","WATERTOWN","JEFFERSON",36045,-75.9447038,43.975272
"836","GARRO'S DRUGS","704 BLEECKER STREET","UTICA","ONEIDA",36065,-75.2177992,43.0980818
"837","WALGREENS - 10239","1655 STATE STREET","WATERTOWN","JEFFERSON",36045,-75.8818414,43.9680646
"838","RITE AID - 3336","149 MARKET STREET","AMSTERDAM","MONTGOMERY",36057,-74.1868525,42.9435088
"839","RITE AID - 10753","33 EAST BRIDGE STREET","OSWEGO","OSWEGO",36075,-76.5074774,43.4587397
"840","WAL-MART SUPERCENTER - 5497","25737 UNITED STATES ROUTE 11","EVANS MILLS","JEFFERSON",36045,-75.8445794,44.0404752
"841","RITE AID - 10674","4894 STATE HIGHWAY 30","AMSTERDAM","MONTGOMERY",36057,-74.1880158,42.9677355
"842","VILLAGE PHARMACY","537 SOUTH MAIN STREET","CENTRAL SQUARE","OSWEGO",36075,-76.1460506,43.2780305
"843","RITE AID - 10686","305 COLUMBIA STREET","RENSSELAER","RENSSELAER",36083,-73.7454447,42.6344805
"844","RITE AID - 10756","1820 TEALL AVENUE","SYRACUSE","ONONDAGA",36067,-76.1215384,43.073896
"845","KINNEY DRUGS","115 ONEIDA STREET","FULTON","OSWEGO",36075,-76.4173161,43.325485
"846","RITE AID - 1051","614-616 COLUMBIA TURNPIKE","EAST GREENBUSH","RENSSELAER",36083,-73.7087407,42.5968503
"847","RITE AID - 10760","315 NOTTINGHAM ROAD","SYRACUSE","ONONDAGA",36067,-76.1105955,43.0288212
"848","HANNAFORD","9 CLIFTON COUNTRY ROAD","CLIFTON PARK","SARATOGA",36091,-73.7835188,42.8585168
"849","PRICE CHOPPER - 214","12 WEST 1ST STREET SOUTH","FULTON","OSWEGO",36075,-76.4246116,43.3234563
"850","PRICE CHOPPER - 111","501 COLUMBIA TURNPIKE","RENSSELAER","RENSSELAER",36083,-73.7192101,42.6077528
"851","HARVEY'S MEDICAL CENTER PHARMACY","833 EAST GENESEE STREET","SYRACUSE","ONONDAGA",36067,-76.1379789,43.0472126
"852","WAL-MART - 1926","341 STATE ROUTE 104","OSWEGO","OSWEGO",36075,-76.4790979,43.4642963
"853","WAL-MART SUPERCENTER - 1940","279 TROY ROAD","RENSSELAER","RENSSELAER",36083,-73.7018503,42.6415558
"854","HARGRAVES PHARMACY","113 WEST BROADWAY","FULTON","OSWEGO",36075,-76.4187678,43.3156824
"855","RITE AID - 10757","3120 JAMES STREET","SYRACUSE","ONONDAGA",36067,-76.1030349,43.0687289
"856","RITE AID - 10687","75 VANDENBURGH AVENUE","TROY","RENSSELAER",36083,-73.6903242,42.6961373
"857","WAYNE DRUG","24 WEST BRIDGE STREET","OSWEGO","OSWEGO",36075,-76.5117303,43.4561601
"858","RITE AID - 633","1819 WEST GENESEE STREET","SYRACUSE","ONONDAGA",36067,-76.1924888,43.0503443
"859","WALGREENS - 11591","1 WEST AVENUE","SARATOGA SPRINGS","SARATOGA",36091,-73.8052813,43.0846005
"860","OSWEGO HOSPITAL PHARMACY","110 WEST 6TH STREET","OSWEGO","OSWEGO",36075,-76.516344,43.4537127
"861","RITE AID - 631","4001 SOUTH SALINA STREET","SYRACUSE","ONONDAGA",36067,-76.1417515,43.0095193
"862","RITE AID - 581","90 WEST AVENUE","SARATOGA SPRINGS","SARATOGA",36091,-73.8032438,43.0791311
"863","RITE AID - 4457","110 EAST BROADWAY","FULTON","OSWEGO",36075,-76.4132049,43.3174297
"864","PRICE CHOPPER - 174","4713 ONONDAGA BOULEVARD","SYRACUSE","ONONDAGA",36067,-76.1914688,43.0351136
"865","RITE AID - 648","94 MAIN STREET","SOUTH GLENS FALLS","SARATOGA",36091,-73.6367442,43.3002786
"866","WAL-MART - 1781","872 STATE ROUTE 13","CORTLAND","CORTLAND",36023,-76.2148703,42.5729595
"867","HANNAFORD","1400 ALTAMONT AVENUE","SCHENECTADY","SCHENECTADY",36093,-73.9435873,42.7829272
"868","PRICE CHOPPER - 172","2515 ERIE BOULEVARD","SYRACUSE","ONONDAGA",36067,-76.1019767,43.0547549
"869","PRICE CHOPPER - 178","854 STATE ROUTE 13","CORTLAND","CORTLAND",36023,-76.2152576,42.5718977
"870","RITE AID - 3524","212 NORTH MAIN STREET","NORTHVILLE","FULTON",36035,-74.1723161,43.2277794
"871","KINNEY DRUGS","819 SOUTH SALINA STREET","SYRACUSE","ONONDAGA",36067,-76.1500471,43.0398901
"872","RITE AID - 1156","4 PLEASANT AVENUE","TUPPER LAKE","FRANKLIN",36033,-74.4626902,44.2256758
"873","WAL-MART SUPERCENTER - 2424","1134 WICKER STREET","TICONDEROGA","ESSEX",36031,-73.4332523,43.8568763
"874","LYNCOURT DRUG","106 ARTERIAL ROAD","SYRACUSE","ONONDAGA",36067,-76.1223772,43.0802911
"875","RITE AID - 646","147 NORTH COMRIE AVENUE","JOHNSTOWN","FULTON",36035,-74.3613532,43.0129621
"876","WEGMANS","3325 WEST GENESEE STREET","SYRACUSE","ONONDAGA",36067,-76.2269984,43.0471181
"877","RITE AID - 3460","133 EAST MAIN STREET","FRANKFORT","HERKIMER",36043,-75.0696666,43.0386694
"878","KINNEY DRUGS","40 FIRST STREET","ILION","HERKIMER",36043,-75.0365541,43.0146207
"879","RITE AID - 10737","8379 THOMPSON ROAD","CICERO","ONONDAGA",36067,-76.0946934,43.1761047
"880","HANNAFORD","579 TROY SCHENECTADY ROAD","LATHAM","ALBANY",36001,-73.76064,42.7557622
"881","PRICE CHOPPER - 3","716 HOOSICK ROAD","TROY","RENSSELAER",36083,-73.643294,42.7422091
"882","CVS - 2137","74 MAIN AVENUE","WYNANTSKILL","RENSSELAER",36083,-73.6462102,42.6966662
"883","RITE AID - 10774","4854 COMMERCIAL DRIVE","NEW HARTFORD","ONEIDA",36065,-75.3025636,43.0970415
"884","LINDSAY DRUG COMPANY","416 5TH AVENUE","TROY","RENSSELAER",36083,-73.6758897,42.7680765
"885","KMART","200 SOUTH WASHINGTON STREET","HERKIMER","HERKIMER",36043,-74.9825985,43.0247669
"886","CVS - 5032","541 PAWLING AVENUE","TROY","RENSSELAER",36083,-73.6593737,42.705586
"887","LENNOX BROTHERS PHARMACY","37 CENTRAL PLAZA","ILION","HERKIMER",36043,-75.0369339,43.0155025
"888","RITE AID - 10749","7398 OSWEGO ROAD","LIVERPOOL","ONONDAGA",36067,-76.2182727,43.1292323
"889","RITE AID - 1088","22 MAIN STREET","HOOSICK FALLS","RENSSELAER",36083,-73.3503064,42.9011959
"890","RITE AID - 10761","750 EAST ADAMS STREET","SYRACUSE","ONONDAGA",36067,-76.1398167,43.0419663
"891","HANNAFORD","4901 STATE HIGHWAY 30","AMSTERDAM","MONTGOMERY",36057,-74.1853145,42.967802
"892","CVS - 3379","653 ROUTE 9","WILTON","SARATOGA",36091,-73.7694822,43.1238517
"893","RITE AID - 784","1028 ROUTE 146","CLIFTON PARK","SARATOGA",36091,-73.8192009,42.8688407
"894","RITE AID - 10689","869 SECOND AVENUE","TROY","RENSSELAER",36083,-73.6729601,42.7860331
"895","RITE AID - 1833","4357 NY HIGHWAY 150","WEST SAND LAKE","RENSSELAER",36083,-73.609056,42.6433846
"896","WAL-MART SUPERCENTER - 2146","101 SANFORD FARMS SHOPPING CENTER","AMSTERDAM","MONTGOMERY",36057,-74.1837807,42.9648144
"897","WALGREENS - 10747","4999 STATE HIGHWAY 30","AMSTERDAM","MONTGOMERY",36057,-74.1849988,42.9594308
"898","TARGET","100 AMSTERDAM COMMONS","AMSTERDAM","MONTGOMERY",36057,-74.1907961,42.96492
"899","HANNAFORD","180 DELAWARE AVENUE","DELMAR","ALBANY",36001,-73.8107199,42.6282072
"900","PRICE CHOPPER HOUSECALLS PHARMACY - CLINIC 211","920 LARK DRIVE","ALBANY","ALBANY",36001,-73.7480397,42.6618921
"901","WALGREENS - 10384","3020 ROUTE 50","SARATOGA SPRINGS","SARATOGA",36091,-73.7466725,43.1017819
"902","APRIA HEALTHCARE","12 PETRA LANE","ALBANY","ALBANY",36001,-73.8446982,42.7122258
"903","FALLON WELLNESS PHARMACY","1057 TROY SCHENECTADY ROAD","LATHAM","ALBANY",36001,-73.8085954,42.7654547
"904","SCHROON LAKE PHARMACY","1081 MAIN STREET","SCHROON LAKE","ESSEX",36031,-73.7620768,43.836341
"905","KINNEY DRUGS","307 GIFFORD STREET","SYRACUSE","ONONDAGA",36067,-76.1585906,43.0431236
"906","KEESEVILLE PHARMACY","1730 FRONT STREET","KEESEVILLE","ESSEX",36031,-73.4800974,44.5044962
"907","KINNEY DRUGS","3400 STATE ROUTE 11","MALONE","FRANKLIN",36033,-74.3117572,44.8475483
"908","RITE AID - 7887","2160 STATE ROUTE 9","LAKE GEORGE","WARREN",36113,-73.7102931,43.4106147
"909","RITE AID - 3594","173 CHURCH STREET","SARANAC LAKE","FRANKLIN",36033,-74.1312957,44.3293928
"910","RITE AID - 4803","2140 SARANAC AVENUE","LAKE PLACID","ESSEX",36031,-73.996771,44.2942659
"911","KINNEY DRUGS","187 STATE STREET","AUBURN","CAYUGA",36011,-76.5721927,42.9381065
"912","PRICE CHOPPER HOUSE CALLS PHARMACY","521 DUANESBURG ROAD","SCHENECTADY","SCHENECTADY",36093,-73.9985894,42.7865293
"913","CVS - 344","49 4TH STREET","TROY","RENSSELAER",36083,-73.6898452,42.7321412
"914","CVS - 5045","1630 CHRISLER AVENUE","SCHENECTADY","SCHENECTADY",36093,-73.9384225,42.7902743
"915","KINNEY DRUGS","130 MAIN STREET","MORAVIA","CAYUGA",36011,-76.4206068,42.7121589
"916","CVS - 5031","598 COLUMBIA TURNPIKE","EAST GREENBUSH","RENSSELAER",36083,-73.7119645,42.5977543
"917","CVS - 441","257 SARATOGA ROAD","SCOTIA","SCHENECTADY",36093,-73.9325465,42.8703276
"918","TOPS","352 WEST GENESEE STREET","AUBURN","CAYUGA",36011,-76.5904852,42.9187592
"919","RITE AID - 285","1645 COLUMBIA TURNPIKE","CASTLETON ON HUDSON","RENSSELAER",36083,-73.6828226,42.5663718
"920","WAL-MART - 2370","760 HOOSICK ROAD","TROY","RENSSELAER",36083,-73.6387247,42.7456402
"921","RITE AID - 10729","153 GRANT AVENUE","AUBURN","CAYUGA",36011,-76.5513479,42.9448668
"922","HANNAFORD","40 MAIN AVENUE","WYNANTSKILL","RENSSELAER",36083,-73.6499137,42.6974452
"923","WALGREENS - 10548","549 HOOSICK STREET","TROY","RENSSELAER",36083,-73.6584481,42.7399794
"924","SYRACUSE VETERANS AFFAIRS MEDICAL CENTER","800 IRVING AVENUE","SYRACUSE","ONONDAGA",36067,-76.1389842,43.0385577
